,epidemic_id,date_range,pathogen,locations,country,hosts,source_reports
10,flu_00011,2008-12-25 to 2009-07-25,H5N1 subtype,"Vinh Long (admin level 2), Vĩnh Long (admin level 1); Hoang Mai (admin level 2), Hanoi (admin level 1); Bac Lieu (admin level 1); Bac Ninh (admin level 1); Hau Giang (admin level 1); Dong Thap Province (admin level 1); Thanh Hoa (admin level 2), Thanh Hóa (admin level 1); Dien Bien Phu (admin level 2), Điện Biên (admin level 1); Long Xuyen (admin level 2), An Giang (admin level 1); Ha Tinh (admin level 1); Soc Trang (admin level 2), Sóc Trăng (admin level 1); Ca Mau (admin level 1)",Vietnam,Aves; Gallus gallus; Galliformes; Anas; Homo sapiens,2009_03_02_8; 2009_02_06_5; 2009_05_22_2; 2009_06_29_3; 2009_05_15_2; 2009_03_23_5; 2009_02_13_6; 2009_02_06_10; 2009_05_05_3; 2009_01_14_10; 2009_05_01_5; 2009_03_30_6; 2009_08_03_5
11,flu_00012,2009-08-28 to 2009-09-25,H5N1 subtype,Damietta Governorate (admin level 1); Alexandria Governorate (admin level 1),Egypt,Aves; Gallus gallus; Galliformes; Anas; Homo sapiens,2009_09_25_3; 2009_09_08_3
12,flu_00013,2008-10-15 to 2009-05-05,H5N1 subtype,"Lhasa (admin level 2), Tibet (admin level 1); Shenzhen (admin level 2), Guangdong (admin level 1); Yulin (admin level 2), Shaanxi (admin level 1); Hong Kong (admin level 1); Beijing (admin level 1); Hunan (admin level 1); Huaihua (admin level 2), Hunan (admin level 1); Xinjiang (admin level 1); Jiangsu Province (admin level 1); Qinghai (admin level 1); Guizhou (admin level 1); Saint Thomas Lowland Parish (admin level 1)",People's Republic of China,Aves; Anser; Galliformes; Homo sapiens; Passeridae; Gallus gallus; Anas,2009_01_14_4; 2009_02_13_3; 2009_01_30_5; 2009_01_14_9; 2008_12_12_2; 2009_03_02_1; 2008_10_24_1; 2009_03_17_4; 2009_05_11_2; 2009_02_06_3; 2009_01_21_4; 2009_05_22_1; 2009_02_23_2; 2009_04_28_2; 2009_02_06_8; 2009_03_10_1; 2009_01_14_8; 2009_01_14_1
13,flu_00014,2008-10-09 to 2008-10-09,H5N1 subtype,"Yesan (admin level 2), South Chungcheong Province (admin level 1); Seoul (admin level 1)",South Korea,Aves; Galliformes; Anas,2008_10_09_2
14,flu_00015,2011-12-12 to 2012-09-11,H5N1 subtype,"Tibet (admin level 1); Stueng Hav District (admin level 2), Sihanoukville (admin level 1); Shenzhen (admin level 2), Guangdong (admin level 1); Guangzhou (kapital sa lalawigan) (admin level 2), Guangdong (admin level 1); Sangdang-gu (admin level 2), Cheongju (admin level 1); Hong Kong (admin level 1); Guangzhou (admin level 2), Guangdong (admin level 1); Ningxia Hui Autonomous Region (admin level 1)",People's Republic of China,Copsychus saularis; Aves; Chroicocephalus ridibundus; Lonchura punctulata; Columbidae; Erithacus rubecula; Corvus splendens; Galliformes; Anas platyrhynchos; Homo sapiens; Cepora; Gallus gallus; Falco peregrinus calidus; Anas,2012_06_28_1; 2012_01_06_5; 2012_09_20_1; 2012_09_07_1; 2012_04_09_1; 2011_12_22_5; 2012_02_29_1; 2012_06_11_6; 2012_04_12_1; 2012_07_24_1; 2011_12_16_4; 2012_03_12_1; 2012_01_06_1; 2012_03_06_1; 2012_03_23_1; 2012_02_22_2; 2012_04_25_2; 2012_02_02_9
15,flu_00016,2009-11-09 to 2011-07-11,H5N1 subtype,"Tabanan Regency (admin level 2), Bali (admin level 1); Luwu Utara (admin level 2), South Sulawesi (admin level 1); West Sumatra (admin level 1); Boyolali (admin level 2), Central Java Province (admin level 1); Balikpapan (admin level 2), East Kalimantan (admin level 1); Denpasar (admin level 2), Bali (admin level 1); Riau Province (admin level 1); Gunungkidul (admin level 2), Special Region of Yogyakarta (admin level 1); Luwu Timur (admin level 2), South Sulawesi (admin level 1); Banten Province (admin level 1); Banda Aceh (admin level 2), Aceh (admin level 1); Jakarta (admin level 1); North Sulawesi Province (admin level 1); Bekasi Regency (admin level 2), West Java Province (admin level 1); Palopo (admin level 2), South Sulawesi (admin level 1); Tebo (admin level 2), Jambi Province (admin level 1); Pontianak, Indonesia (admin level 2), Kalimantan Barat (admin level 1); Pekanbaru (admin level 2), Riau Province (admin level 1); Jambi Province (admin level 1); Badung Regency (admin level 2), Bali (admin level 1); Aceh (admin level 1); Barru (admin level 2), South Sulawesi (admin level 1); South Tangerang (admin level 2), Banten Province (admin level 1); Kabupaten Dharmasraya (admin level 2), West Sumatra (admin level 1); Padang Lawas Utara (admin level 2), North Sumatra Province (admin level 1); Desa Bangli (admin level 2), Bali (admin level 1); Kabupaten Karawang (admin level 2), West Java Province (admin level 1); Bengkulu Province (admin level 1); Kotamobagu (admin level 2), North Sulawesi Province (admin level 1); South Sulawesi (admin level 1); Bangka Tengah (admin level 2), Bangka Belitung Islands (admin level 1); Kobarid Municipality (admin level 1); Kabupaten Pinrang (admin level 2), South Sulawesi (admin level 1); Central Java Province (admin level 1); North Padang Lawas Regency (admin level 2), North Sumatra Province (admin level 1); Kecamatan Karangasem (admin level 2), Bali (admin level 1); Lampung Province (admin level 1); Cirebon (admin level 2), West Java Province (admin level 1); kabupaten de Bandung occidental (admin level 2), West Java Province (admin level 1); Soppeng (admin level 2), South Sulawesi (admin level 1); Bolaang Mongondow Utara (admin level 2), North Sulawesi Province (admin level 1); Bulukumba (admin level 2), South Sulawesi (admin level 1); Surabaya (admin level 2), East Java (admin level 1); Bali (admin level 1); Padangsidimpuan (admin level 2), North Sumatra Province (admin level 1); Pontianak (admin level 2), Kalimantan Barat (admin level 1); Samarinda (admin level 2), East Kalimantan (admin level 1); Kalimantan Selatan (admin level 1); West Java Province (admin level 1); Gorontalo Province (admin level 1); Yogyakarta (admin level 1); Riau Islands Province (admin level 1); East Java (admin level 1); Kepulauan Riau (admin level 1)",Indonesia,Phasianidae; Aves; Columbidae; Sus scrofa; Galliformes; Homo sapiens; Gallus gallus; Anas,2011_03_29_4; 2011_03_15_10; 2010_03_01_5; 2010_10_01_2; 2010_10_27_1; 2011_05_31_1; 2010_12_09_6; 2010_08_16_4; 2010_01_20_5; 2010_08_18_4; 2011_02_28_3; 2010_12_17_2; 2011_02_22_5; 2010_08_18_6; 2011_04_12_2; 2010_10_01_1; 2011_04_12_5; 2010_12_03_7; 2010_05_28_3; 2010_01_27_4; 2010_02_19_4; 2010_08_06_2; 2010_10_08_1; 2010_05_17_2; 2011_01_14_4; 2011_01_28_4; 2011_01_28_7; 2010_07_02_4; 2010_01_12_8; 2011_02_11_9; 2011_03_07_4; 2011_06_10_3; 2011_01_24_3; 2010_07_23_1; 2010_02_03_2; 2010_05_10_3; 2011_06_20_1; 2010_08_20_4; 2010_08_16_6; 2011_05_18_5; 2010_05_04_3; 2009_11_20_2; 2010_04_26_3; 2010_10_15_3; 2010_08_26_2; 2010_02_03_6; 2011_03_29_7; 2010_06_29_3; 2010_10_08_3; 2011_04_28_2; 2011_07_11_2; 2011_04_05_1; 2010_08_20_1; 2011_04_28_8; 2010_08_06_1; 2010_03_19_1; 2010_06_07_5; 2010_03_26_4; 2010_09_09_2; 2010_07_23_2; 2011_03_22_6; 2010_09_24_1
16,flu_00017,2009-10-26 to 2009-10-26,H5N1 subtype,Guangdong (admin level 1); Hong Kong (admin level 1),People's Republic of China,Homo sapiens,2009_11_06_3
17,flu_00018,2015-06-26 to 2015-07-24,H5N1 subtype,"Qiannanin buyien ja miaojen autonominen prefektuuri (admin level 2), Guizhou (admin level 1); Tibet Autonomous Region (admin level 1); Changzhou (admin level 2), Jiangsu (admin level 1); Inner Mongolia (admin level 1)",People's Republic of China,Aves; Chroicocephalus ridibundus; Podicipedidae; Anser; Cepora; Gallus gallus; Anas,2015_07_24_1; 2015_06_26_1
18,flu_00019,2007-12-19 to 2008-05-23,H5N1 subtype,"West Bengal (admin level 1); Dhaka Division (admin level 1); Distrito de Bhopal (admin level 2), Madhya Pradesh (admin level 1); Bhopal district (admin level 2), Madhya Pradesh (admin level 1); Tripura (admin level 1); Sipahijala district (admin level 2), Tripura (admin level 1); Malda (admin level 2), West Bengal (admin level 1); Hamirpur district (admin level 2), Uttar Pradesh (admin level 1)",India,Aves; Gallus gallus; Galliformes; Anas; Homo sapiens,2008_01_04_3; 2008_03_14_4; 2008_02_01_3; 2008_04_30_2; 2008_03_03_4; 2008_05_02_2; 2008_05_23_2; 2008_05_16_2; 2008_03_27_4; 2008_03_28_2; 2008_02_08_5; 2008_04_15_2
19,flu_00020,2016-01-29 to 2016-04-11,H5N1 subtype,South Sulawesi (admin level 1),Indonesia,Aves; Gallus gallus; Anas,2016_01_29_1; 2016_03_21_3; 2016_04_11_2
20,flu_00021,2015-07-10 to 2016-07-05,H5N1 subtype,Plateau State (admin level 1); Bayelsa State (admin level 1); Kano State (admin level 1); Kaduna State (admin level 1); Benue-Plateau State (admin level 1); Lagos (admin level 1),Nigeria,Aves; Gallus gallus; Anas; Homo sapiens,2015_08_07_5; 2015_11_20_3; 2016_01_15_3; 2016_01_22_4; 2016_02_22_4; 2016_07_05_3; 2015_10_05_3; 2015_09_30_2; 2015_08_24_5; 2015_08_28_2; 2016_01_29_3; 2016_03_14_5; 2015_07_20_3; 2016_04_11_3; 2016_06_10_3; 2015_07_10_2; 2015_07_31_4; 2015_09_18_3; 2016_01_08_3
21,flu_00022,2014-12-16 to 2015-07-31,H5N2 subtype,"Blue Earth County (admin level 2), Minnesota (admin level 1); Clallam County (admin level 2), Washington (admin level 1); Stearns County (admin level 2), Minnesota (admin level 1); United States Virgin Islands (admin level 1); Oxford County (admin level 2), Maine (admin level 1); Renville County (admin level 2), North Dakota (admin level 1); Hamilton County, Iowa (admin level 2), Iowa (admin level 1); Whatcom County (admin level 2), Washington (admin level 1); Buena Vista County (admin level 2), Iowa (admin level 1); Pipestone County (admin level 2), Minnesota (admin level 1); Nobles County (admin level 2), Minnesota (admin level 1); Kandiyohi County (admin level 2), Minnesota (admin level 1); Sioux County, Iowa (admin level 2), Iowa (admin level 1); Dickey County (admin level 2), North Dakota (admin level 1); Michigan (admin level 1); Wright County (admin level 2), Minnesota (admin level 1); Minnesota (admin level 1); South Dakota (admin level 1); Leavenworth County (admin level 2), Kansas (admin level 1); Barron County (admin level 2), Wisconsin (admin level 1); Calhoun County (admin level 2), Iowa (admin level 1); Jasper County (admin level 2), Texas (admin level 1); Meeker County (admin level 2), Minnesota (admin level 1); Wisconsin (admin level 1); Renville County (admin level 2), Minnesota (admin level 1); McCracken County (admin level 2), Kentucky (admin level 1); Osceola County (admin level 2), Iowa (admin level 1); comté de Elizabeth City (admin level 2), Virginia (admin level 1); Jefferson County, Iowa (admin level 2), Iowa (admin level 1); Hamilton County (admin level 2), Iowa (admin level 1); Montana (admin level 1); Massac County (admin level 2), Illinois (admin level 1); Brown County (kondado sa Estados Unidos, Minnesota) (admin level 2), Minnesota (admin level 1); Moody County (admin level 2), South Dakota (admin level 1); Arizona (admin level 1); Washington (admin level 1); Oconto County (admin level 2), Wisconsin (admin level 1); Morrow megye (admin level 2), Oregon (admin level 1); Missouri (admin level 1); New Mexico (admin level 1); Beadle County (admin level 2), South Dakota (admin level 1); Adair County (admin level 2), Oklahoma (admin level 1); Dixon County (admin level 2), Nebraska (admin level 1); Roseau County (admin level 2), Minnesota (admin level 1); Alaska (admin level 1); Benton County (admin level 2), Mississippi (admin level 1); Cherokee County (admin level 2), Texas (admin level 1); Sac County (admin level 2), Iowa (admin level 1); McPherson County, Nebraska (admin level 2), Nebraska (admin level 1); Montana Province (admin level 1); Lewis County (admin level 2), Washington (admin level 1); Juneau County (admin level 2), Wisconsin (admin level 1); Iowa (admin level 1); Sioux County (kondado sa Estados Unidos, North Dakota) (admin level 2), North Dakota (admin level 1); Macomb County (admin level 2), Michigan (admin level 1)",United States of America,Phasianidae; Aves; Branta canadensis; Anser; Anatidae; Galliformes; Homo sapiens; Gallus gallus; Anas,2015_04_03_8; 2015_04_17_7; 2015_04_17_9; 2015_03_27_3; 2015_06_26_4; 2015_04_17_11; 2015_05_01_1; 2014_12_29_2; 2015_01_08_7; 2015_06_12_2; 2015_05_01_2; 2015_06_19_4; 2015_03_20_1; 2015_04_24_9; 2015_05_01_7; 2016_09_01_1; 2015_04_17_8; 2015_04_17_10; 2015_04_17_12; 2014_12_16_1; 2015_05_11_4; 2015_05_29_5; 2015_04_24_8; 2015_03_13_1; 2015_07_08_2; 2016_02_22_2; 2015_06_05_5; 2015_05_11_2; 2015_07_08_5; 2015_05_01_5; 2015_02_23_3; 2015_05_15_4; 2015_06_12_4; 2015_01_23_10; 2015_05_01_4; 2015_04_03_2; 2015_05_01_6; 2015_03_02_2; 2015_05_22_5; 2015_04_24_10; 2015_03_20_6
22,flu_00023,2016-11-28 to 2017-1-24,H5N8 subtype,Aomori Prefecture (admin level 1); Niigata Prefecture (admin level 1),Japan,Aves; Gallus gallus; Anas; Homo sapiens,2016_12_06_13; 2017_02_01_10; 2016_12_13_16
23,flu_00024,2009-10-21 to 2010-07-18,H5N1 subtype,"Bac Giang (admin level 1); Hoang Mai (admin level 2), Hanoi (admin level 1); Thanh Hóa (admin level 1); Gia Lai (admin level 1); Bac Kan (admin level 1); Cao Bang (admin level 1); Ha Tinh (admin level 1); Dien Bien Phu (admin level 2), Điện Biên (admin level 1); Kon Tum (admin level 1); Thai Nguyen (admin level 2), Thái Nguyên (admin level 1); Khanh Hoa (admin level 1); Soc Trang (admin level 2), Sóc Trăng (admin level 1); Ca Mau (admin level 1)",Vietnam,Aves; Erithacus rubecula; Galliformes; Homo sapiens; Gallus gallus; Anas,2009_12_14_2; 2010_05_04_2; 2010_08_20_2; 2010_07_02_3; 2010_03_01_3; 2010_03_09_4; 2010_01_27_5; 2010_03_09_6; 2010_04_12_3; 2010_03_01_6; 2010_04_19_3; 2010_02_19_2; 2009_11_06_2; 2010_08_26_3; 2010_01_12_5
24,flu_00025,2015-01-23 to 2015-03-27,H5N1 subtype,"Jiangsu (admin level 1); Henan (admin level 1); Kunming (admin level 2), Yunnan (admin level 1); Sanmenxia (admin level 2), Henan (admin level 1)",People's Republic of China,Aves; Anas; Homo sapiens,2015_01_23_1; 2015_01_30_7; 2015_03_27_6
25,flu_00026,2012-03-30 to 2012-05-27,H5N1 subtype,Phnom Penh (admin level 2); Kampong Chhnang Province (admin level 1); Kampong Speu Province (admin level 1),Cambodia,Aves; Sus scrofa; Galliformes; Homo sapiens; Gallus gallus; Metazoa,2012_06_11_3; 2012_04_12_4; 2012_06_11_7
26,flu_00027,2009-01-14 to 2009-05-09,H5N1 subtype,"Gaibandha District (admin level 2), Rangpur Division (admin level 1); Bileh Savar County (admin level 2), Ardabil Province (admin level 1); Chittagong District (admin level 2), Chattogram Division (admin level 1); Netrakona (admin level 2), Mymensingh Division (admin level 1); Gaibandha (admin level 2), Rangpur Division (admin level 1); Comilla District (admin level 2), Chattogram Division (admin level 1); Kurigram (admin level 2), Rangpur Division (admin level 1); Rajshahi Division (admin level 1); Dhaka Division (admin level 1)",Bangladesh,Aves; Gallus gallus; Galliformes; Anas; Homo sapiens,2009_01_14_2; 2009_06_19_1; 2009_02_23_4; 2009_03_10_2; 2009_04_20_2; 2009_02_06_2; 2009_02_13_2; 2009_03_17_3; 2009_04_28_1
27,flu_00028,2012-09-12 to 2012-09-20,H7N3 subtype,Jalisco (admin level 1),Mexico,Aves; Galliformes; Homo sapiens,2012_09_14_1; 2012_09_20_3
28,flu_00029,2008-02-01 to 2009-09-08,H5N1 subtype,"Merangin Regency (admin level 2), Jambi Province (admin level 1); Wonogiri (admin level 2), Central Java Province (admin level 1); Riau Province (admin level 1); Banten Province (admin level 1); Jakarta (admin level 1); Bekasi Regency (admin level 2), West Java Province (admin level 1); Asahan (admin level 2), North Sumatra Province (admin level 1); Kepulauan Riau (admin level 1); Pekanbaru (admin level 2), Riau Province (admin level 1); Bekasi (admin level 2), West Java Province (admin level 1); Banyuwangi (admin level 2), East Java (admin level 1); Jambi Province (admin level 1); Kabupatén Tangerang (admin level 2), Banten Province (admin level 1); Central Sulawesi Province (admin level 1); Malang (admin level 2), East Java (admin level 1); Badung Regency (admin level 2), Bali (admin level 1); Bantul (admin level 2), Special Region of Yogyakarta (admin level 1); Kabupaten Dharmasraya (admin level 2), West Sumatra (admin level 1); Kabupaten Bekasi (admin level 2), West Java Province (admin level 1); Depok (admin level 2), West Java Province (admin level 1); South Sulawesi (admin level 1); Tombali Region (admin level 1); Lampung Province (admin level 1); Bali (admin level 1); West Java Province (admin level 1); South Jakarta (admin level 2), Jakarta (admin level 1); Bandung Regency (admin level 2), West Java Province (admin level 1); East Java (admin level 1); Ngawi (admin level 2), East Java (admin level 1); North Sumatra Province (admin level 1)",Indonesia,Aves; Gallus gallus; Galliformes; Lonchura punctulata; Homo sapiens,2008_08_15_3; 2009_03_30_5; 2008_05_23_3; 2009_02_13_5; 2008_08_11_5; 2008_09_26_4; 2008_09_08_3; 2008_11_14_5; 2009_01_30_3; 2009_09_08_2; 2009_07_21_2; 2009_01_30_8; 2008_04_03_5; 2009_01_21_6; 2008_11_26_2; 2008_09_11_4; 2009_06_29_2; 2009_03_02_5; 2009_03_10_5; 2008_02_01_4; 2009_08_07_3; 2009_07_10_2; 2008_06_26_4; 2009_03_23_3; 2008_07_18_3; 2009_04_08_5; 2009_02_13_9; 2008_02_20_3; 2008_11_26_3; 2008_12_12_4; 2009_05_05_1; 2009_04_20_5; 2009_05_01_3; 2008_10_16_3
29,flu_00030,2012-08-10 to 2012-09-25,H5N1 subtype,Central Java Province (admin level 1); Special Region of Yogyakarta (admin level 1),Indonesia,Aves; Galliformes; Anas; Homo sapiens,2012_08_20_3; 2012_12_27_2
30,flu_00031,2013-10-28 to 2015-06-12,H7N9 subtype,"Jiangsu (admin level 1); Anhui Province (admin level 1); Fujian (admin level 1); Guangdong (admin level 1); Jiangmen (admin level 2), Guangdong (admin level 1); Meizhou (kapital sa prepektura sa Republikang Popular sa Tsina) (admin level 2), Guangdong (admin level 1); Dongguan (admin level 2), Guangdong (admin level 1); Heyuan (admin level 2), Guangdong (admin level 1); Zhuhai (admin level 2), Guangdong (admin level 1); Shandong (admin level 1); Jiangxi (admin level 1); Anhui (admin level 1); Guangzhou (kapital sa lalawigan) (admin level 2), Guangdong (admin level 1); Hong Kong (admin level 1); Jiangsu Province (Republic of China) (admin level 1); Beijing (admin level 1); Hubei (admin level 1); Zhongshan (admin level 2), Guangdong (admin level 1); Shenzhen (admin level 2), Guangdong (admin level 1); Zhejiang (admin level 1); Shanghai (admin level 1); Guangxi Zhuang Autonomous Region (admin level 1); Urumqi (admin level 2), Xinjiang (admin level 1); Yangjiang (admin level 2), Guangdong (admin level 1); Hebei (admin level 1); Chaoyang (admin level 2), Liaoning (admin level 1); Hunan (admin level 1); Guizhou (admin level 1)",People's Republic of China,Aves; Gallus gallus; Galliformes; Anas; Homo sapiens,2015_03_06_6; 2014_12_29_9; 2013_11_08_4; 2014_01_31_3; 2016_10_03_6; 2013_12_13_2; 2014_03_07_2; 2014_02_19_1; 2014_02_07_3; 2014_11_12_2; 2014_05_16_2; 2014_05_23_1; 2014_06_17_2; 2014_01_31_2; 2014_12_16_3; 2015_02_13_5; 2014_01_09_7; 2014_03_07_6; 2014_12_23_5; 2014_04_10_9; 2014_06_06_1; 2015_01_08_11; 2014_05_30_1; 2015_01_30_6; 2014_03_07_7; 2014_01_22_6; 2015_05_01_8; 2014_06_23_3; 2014_07_21_1; 2014_02_19_12; 2013_12_06_3; 2013_10_28_4; 2014_11_03_10; 2014_10_24_5; 2014_03_07_13; 2015_03_02_11; 2015_05_29_7; 2015_06_12_5; 2014_05_16_1; 2015_01_08_6; 2014_01_09_10; 2014_01_31_6; 2014_12_09_5; 2014_04_10_4
31,flu_00032,2014-01-31 to 2014-02-07,Influenza A virus,"Nanchang (admin level 2), Jiangxi (admin level 1); Jiangxi (admin level 1)",People's Republic of China,Aves; Galliformes; Homo sapiens,2014_02_07_4; 2014_01_31_5
32,flu_00033,2010-04-17 to 2010-04-22,H5N1 subtype,Prey Veng Province (admin level 1),Cambodia,Gallus gallus; Galliformes; Anas; Homo sapiens,2010_04_26_2; 2010_05_10_1
33,flu_00034,2017-05-30 to 2017-06-13,H5N8 subtype,"North Jeolla Province (admin level 1); Gunsan (admin level 2), North Jeolla Province (admin level 1); Gyeonggi Province (admin level 1); Jeju (admin level 1)",South Korea,Aves; Gallus gallus; Corvus macrorhynchos; Anas; Galliformes,2017_06_13_3; 2017_05_30_8; 2017_06_06_6
34,flu_00035,2012-02-24 to 2012-02-24,H5N1 subtype,Yangon Region (admin level 1); Sagaing Region (admin level 1); Mandalay Region (admin level 1),Myanmar,Aves; Gallus gallus; Galliformes,2012_03_06_3
35,flu_00036,2006-11-14 to 2007-06-04,H5N1 subtype,"Lhasa (admin level 2), Tibet (admin level 1); Anhui Province (admin level 1); Nanchang (admin level 2), Jiangxi (admin level 1); New London County, Connecticut (admin level 2), Connecticut (admin level 1); Hong Kong (admin level 1); Hunan (admin level 1); Districtul Kuchinarai (admin level 2), Kalasin (admin level 1); Heilongjiang (admin level 1)",People's Republic of China,Aves; Pica pica; Lonchura punctulata; Falco peregrinus; Lanius schach; Sturnus vulgaris; Psittacidae; Galliformes; Pionus menstruus; Homo sapiens; Corvus splendens; Gallus gallus; Sturnus sericeus; Anas,2007_06_01_1; 2007_01_18_4; 2007_01_08_2; 2007_04_06_1; 2007_02_07_1; 2007_02_16_1; 2006_11_14_1; 2006_12_07_1; 2007_03_20_1; 2007_03_08_1; 2007_05_30_2; 2007_06_12_1; 2007_06_15_1; 2007_06_22_1; 2007_01_22_1; 2007_01_18_1
